Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A64,11,8,-67.52,-61.13,belle,8/6/2021
A69A,10,9,-67.38,-60.72,belle,8/6/2021
A69B,10,7,-67.09,-60.3,belle,8/6/2021
A70,8,5,-68.05,-60.73,belle,8/6/2021
A74,30,18,-75.19,-26.84,weddw,8/6/2021
A76A,73,14,-74.44,-59.33,belle,8/6/2021
A76B,20,7,-73.98,-60.08,belle,8/6/2021
A76C,16,7,-73.83,-57.59,belle,8/6/2021
B09B,24,8,-66.27,143.4,wilke,8/6/2021
B09G,11,7,-68.19,41.83,amerw,8/6/2021
B09I,12,6,-64.54,-44.21,belle,8/6/2021
B15AB,11,4,-66.08,50.94,amerw (grounded),8/6/2021
B22A,38,24,-73.89,-109.39,amune (grounded),8/6/2021
B28,9,6,-74.65,-108.77,amune (grounded),8/6/2021
B29,11,5,-74.48,-108.92,amune (grounded),8/6/2021
B37,8,3,-72.24,-113.86,amune,8/6/2021
B38,6,4,-77.01,-155.06,rosse (grounded),8/6/2021
B39,8,4,-69.67,-1.8,belle,8/6/2021
B40,6,5,-65.63,132.14,wilke (grounded),8/6/2021
B42,12,4,-74.26,-141.88,amunw,8/6/2021
B45,7,6,-74.67,-109.32,amune (grounded),8/6/2021
B46,10,4,-72.21,-122.54,amune,8/6/2021
B47,12,5,-73.78,-133.76,amunw (grounded),8/6/2021
B50,15,6,-75.01,-160.4,rosse,8/6/2021
C15,12,8,-65.97,143.27,wilke,8/6/2021
C18B,19,4,-66.59,89.55,amere (grounded),8/6/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),8/6/2021
C24,11,2,-64.84,96.02,wilkw (grounded),8/6/2021
C29,5,5,-66.08,142.83,wilke,8/6/2021
C30,9,3,-64.78,96.3,wilkw (grounded),8/6/2021
C31,9,3,-64.68,96.51,wilkw (grounded),8/6/2021
C33,8,4,-65.43,126.61,wilke (grounded),8/6/2021
C35,7,5,-67.31,147.94,wilke,8/6/2021
C36,22,15,-67.94,147.48,wilke (grounded),8/6/2021
D15A,51,24,-66.64,81.91,amere (grounded),8/6/2021
D15B,33,12,-66.99,81.58,amere (grounded),8/6/2021
D20A,19,9,-68.34,35.96,amerw,8/6/2021
D23,8,6,-69.43,74.68,amere (grounded),8/6/2021
D26,19,2,-69.36,29.4,wedde (grounded),8/6/2021
D27,8,5,-66.69,46.91,amerw,8/6/2021
D28,29,19,-69.82,6.15,wedde,8/6/2021
D29A,15,9,-69.73,8.2,wedde,8/6/2021
D29B,13,7,-69.65,8.64,wedde,8/6/2021
D29C,13,6,-69.94,3.84,wedde,8/6/2021
D30A,37,11,-69.4,-0.36,belle,8/6/2021
D30B,10,5,-69.83,5.06,wedde,8/6/2021
A23A,40,34,-75.43,-40.13,belle,8/13/2021
A63,11,3,-64.35,-55.5,belle,8/13/2021
A64,11,8,-67.47,-61.02,belle,8/13/2021
A69A,10,9,-67.26,-60.57,belle,8/13/2021
A69B,10,7,-67,-60.09,belle,8/13/2021
A70,8,5,-67.81,-60.71,belle,8/13/2021
A74,30,18,-75.47,-28.32,weddw,8/13/2021
A76A,73,14,-74.23,-59.26,belle,8/13/2021
A76B,20,7,-73.91,-59.91,belle,8/13/2021
A76C,16,7,-73.49,-58.08,belle,8/13/2021
B09B,24,8,-66.27,143.4,wilke,8/13/2021
B09G,11,7,-68.19,41.83,amerw,8/13/2021
B09I,12,6,-64.13,-42.48,belle,8/13/2021
B15AB,11,4,-66.08,50.94,amerw (grounded),8/13/2021
B22A,38,24,-73.89,-109.39,amune (grounded),8/13/2021
B28,9,6,-74.65,-108.77,amune (grounded),8/13/2021
B29,11,5,-74.48,-108.92,amune (grounded),8/13/2021
B37,8,3,-72.2,-113.49,amune,8/13/2021
B38,6,4,-77.01,-155.06,rosse (grounded),8/13/2021
B39,8,4,-70.33,-6.29,belle,8/13/2021
B40,6,5,-65.63,132.14,wilke (grounded),8/13/2021
B42,12,4,-74.08,-140.57,amunw,8/13/2021
B45,7,6,-74.67,-109.32,amune (grounded),8/13/2021
B46,10,4,-72.06,-122.59,amune,8/13/2021
B47,12,5,-73.7,-132.4,amunw,8/13/2021
B50,15,6,-74.83,-161.25,rosse,8/13/2021
C15,12,8,-65.97,143.27,wilke,8/13/2021
C18B,19,4,-66.59,89.55,amere (grounded),8/13/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),8/13/2021
C24,11,2,-64.84,96.02,wilkw (grounded),8/13/2021
C29,5,5,-66.08,142.83,wilke,8/13/2021
C30,9,3,-64.78,96.3,wilkw (grounded),8/13/2021
C31,9,3,-64.68,96.51,wilkw (grounded),8/13/2021
C33,8,4,-65.43,126.61,wilke (grounded),8/13/2021
C35,7,5,-67.3,147.91,wilke,8/13/2021
C36,22,15,-67.94,147.48,wilke (grounded),8/13/2021
D15A,51,24,-66.64,81.91,amere (grounded),8/13/2021
D15B,33,12,-66.99,81.58,amere (grounded),8/13/2021
D20A,19,9,-68.3,35.9,amerw,8/13/2021
D23,8,6,-69.43,74.68,amere (grounded),8/13/2021
D26,19,2,-69.36,29.4,wedde (grounded),8/13/2021
D27,8,5,-66.78,45.6,amerw,8/13/2021
D28,29,19,-69.89,4.34,wedde,8/13/2021
D29A,15,9,-69.91,6.89,wedde,8/13/2021
D29B,13,7,-69.76,7.08,wedde,8/13/2021
D29C,13,6,-69.87,1.69,wedde,8/13/2021
D30A,37,11,-70.01,-3.9,belle,8/13/2021
D30B,10,5,-69.92,2.21,wedde,8/13/2021
A23A,40,34,-75.44,-40.31,belle,8/20/2021
A63,11,3,-64.18,-55.27,belle,8/20/2021
A64,11,8,-67.47,-61.01,belle,8/20/2021
A69A,10,9,-67.26,-60.53,belle,8/20/2021
A69B,10,7,-67,-60.08,belle,8/20/2021
A70,8,5,-67.82,-60.71,belle,8/20/2021
A74,30,18,-75.78,-28.78,weddw,8/20/2021
A76A,73,14,-74.06,-59.24,belle,8/20/2021
A76B,20,7,-73.95,-60.04,belle,8/20/2021
A76C,16,7,-72.87,-58.29,belle,8/20/2021
A77,27,4,-71.01,-12.05,weddw,8/20/2021
B09B,24,8,-66.27,143.4,wilke,8/20/2021
B09G,11,7,-68.19,41.82,amerw,8/20/2021
B09I,12,6,-63.58,-41.23,belle,8/20/2021
B15AB,11,4,-66.08,50.94,amerw (grounded),8/20/2021
B22A,38,24,-73.89,-109.4,amune (grounded),8/20/2021
B28,9,6,-74.65,-108.77,amune (grounded),8/20/2021
B29,11,5,-74.48,-108.92,amune (grounded),8/20/2021
B37,8,3,-72.27,-112.69,amune,8/20/2021
B38,6,4,-77.01,-155.06,rosse (grounded),8/20/2021
B39,8,4,-70.49,-7.94,belle,8/20/2021
B40,6,5,-65.63,132.14,wilke (grounded),8/20/2021
B42,12,4,-74.13,-141.53,amunw,8/20/2021
B45,7,6,-74.67,-109.32,amune (grounded),8/20/2021
B46,10,4,-72.11,-121.82,amune,8/20/2021
B47,12,5,-73.76,-132.26,amunw,8/20/2021
B50,15,6,-74.59,-163.14,rosse,8/20/2021
C15,12,8,-65.97,143.27,wilke,8/20/2021
C18B,19,4,-66.59,89.55,amere (grounded),8/20/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),8/20/2021
C24,11,2,-64.84,96.02,wilkw (grounded),8/20/2021
C29,5,5,-66.08,142.83,wilke,8/20/2021
C30,9,3,-64.78,96.3,wilkw (grounded),8/20/2021
C31,9,3,-64.68,96.51,wilkw (grounded),8/20/2021
C33,8,4,-65.43,126.61,wilke (grounded),8/20/2021
C35,7,5,-67.3,147.95,wilke,8/20/2021
C36,22,15,-67.94,147.48,wilke (grounded),8/20/2021
D15A,51,24,-66.64,81.91,amere (grounded),8/20/2021
D15B,33,12,-66.99,81.58,amere (grounded),8/20/2021
D20A,19,9,-68.3,35.9,amerw,8/20/2021
D23,8,6,-69.43,74.68,amere (grounded),8/20/2021
D26,19,2,-69.36,29.4,wedde (grounded),8/20/2021
D27,8,5,-67.14,44.49,amerw,8/20/2021
D28,29,19,-69.54,1.09,wedde,8/20/2021
D29A,15,9,-69.85,2.35,wedde,8/20/2021
D29B,13,7,-70.06,4.45,wedde,8/20/2021
D29C,13,6,-69.88,-2.01,wedde,8/20/2021
D30A,37,11,-70.35,-7.66,belle,8/20/2021
D30B,10,5,-69.56,-1.38,wedde,8/20/2021
A23A,40,34,-75.43,-40.07,belle,8/27/2021
A63,11,3,-64.15,-55.2,belle,8/27/2021
A64,11,8,-67.46,-61.02,belle,8/27/2021
A69A,10,9,-67.26,-60.54,belle,8/27/2021
A69B,10,7,-67,-60.1,belle,8/27/2021
A70,8,5,-67.81,-60.72,belle,8/27/2021
A74,30,18,-75.75,-28.78,weddw,8/27/2021
A76A,73,14,-74.1,-59.42,belle,8/27/2021
A76B,20,7,-73.97,-60.12,belle,8/27/2021
A76C,16,7,-72.87,-58.36,belle,8/27/2021
A77,27,4,-70.99,-14.03,weddw,8/27/2021
A78,18,4,-70.35,-4.03,weddw,8/27/2021
B09B,24,8,-66.27,143.4,wilke,8/27/2021
B09G,11,7,-68.19,41.82,amerw,8/27/2021
B09I,12,6,-63.56,-40.98,belle,8/27/2021
B15AB,11,4,-66.04,50.95,amerw (grounded),8/27/2021
B22A,38,24,-73.89,-109.4,amune (grounded),8/27/2021
B28,9,6,-74.65,-108.77,amune (grounded),8/27/2021
B29,11,5,-74.48,-108.92,amune (grounded),8/27/2021
B37,8,3,-72.35,-112.88,amune,8/27/2021
B38,6,4,-77.01,-155.06,rosse (grounded),8/27/2021
B39,8,4,-70.41,-8.85,weddw,8/27/2021
B40,6,5,-65.63,132.14,wilke (grounded),8/27/2021
B42,12,4,-74.38,-143.41,amunw,8/27/2021
B45,7,6,-74.67,-109.32,amune (grounded),8/27/2021
B46,10,4,-72.26,-122.56,amune,8/27/2021
B47,12,5,-73.82,-133.7,amunw,8/27/2021
B50,15,6,-74.27,-163.99,rosse,8/27/2021
C15,12,8,-65.97,143.27,wilke,8/27/2021
C18B,19,4,-66.59,89.55,amere (grounded),8/27/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),8/27/2021
C24,11,2,-64.84,96.02,wilkw (grounded),8/27/2021
C29,5,5,-66.08,142.83,wilke,8/27/2021
C30,9,3,-64.78,96.3,wilkw (grounded),8/27/2021
C31,9,3,-64.68,96.51,wilkw (grounded),8/27/2021
C33,8,4,-65.43,126.61,wilke (grounded),8/27/2021
C35,7,5,-67.29,147.93,wilke,8/27/2021
C36,22,15,-67.94,147.48,wilke (grounded),8/27/2021
D15A,51,24,-66.64,81.91,amere (grounded),8/27/2021
D15B,33,12,-66.99,81.58,amere (grounded),8/27/2021
D20A,19,9,-68.3,35.9,amerw,8/27/2021
D23,8,6,-69.43,74.68,amere (grounded),8/27/2021
D26,19,2,-69.36,29.4,wedde (grounded),8/27/2021
D27,8,5,-67.21,44.28,amerw,8/27/2021
D28,29,19,-69.43,-1.7,weddw,8/27/2021
D29A,15,9,-69.42,0.23,wedde,8/27/2021
D29B,13,7,-70.02,4.33,wedde,8/27/2021
D29C,13,6,-70.12,-4,weddw,8/27/2021
D30A,37,11,-70.34,-9.48,weddw,8/27/2021
D30B,10,5,-70.01,-3.94,weddw,8/27/2021
A23A,40,34,-75.46,-40.45,belle,9/3/2021
A63,11,3,-64.3,-54.7,belle,9/3/2021
A64,11,8,-67.46,-61.02,belle,9/3/2021
A69A,10,9,-67.26,-60.54,belle,9/3/2021
A69B,10,7,-66.99,-60.08,belle,9/3/2021
A70,8,5,-67.81,-60.72,belle,9/3/2021
A74,30,18,-75.93,-29.3,weddw,9/3/2021
A76A,73,14,-73.95,-59.26,belle,9/3/2021
A76B,20,7,-73.96,-60.15,belle,9/3/2021
A76C,16,7,-72.57,-58.39,belle,9/3/2021
A77,27,4,-71.44,-15.48,weddw,9/3/2021
A78,18,4,-70.27,-4.35,weddw,9/3/2021
B09B,24,8,-66.27,143.4,wilke,9/3/2021
B09G,11,7,-68.19,41.82,amerw,9/3/2021
B09I,12,6,-63.21,-39.69,belle,9/3/2021
B15AB,11,4,-65.94,50.75,amerw (grounded),9/3/2021
B22A,38,24,-73.89,-109.4,amune (grounded),9/3/2021
B28,9,6,-74.65,-108.77,amune (grounded),9/3/2021
B29,11,5,-74.48,-108.92,amune (grounded),9/3/2021
B38,6,4,-77.01,-155.06,rosse (grounded),9/3/2021
B39,8,4,-70.6,-10.7,weddw,9/3/2021
B40,6,5,-65.63,132.14,wilke (grounded),9/3/2021
B42,12,4,-74.37,-144.5,amunw,9/3/2021
B45,7,6,-74.67,-109.32,amune (grounded),9/3/2021
B46,10,4,-72.06,-124.17,amune,9/3/2021
B47,12,5,-73.82,-133.7,amunw,9/3/2021
B50,15,6,-73.66,-164.95,rosse,9/3/2021
C15,12,8,-65.97,143.27,wilke,9/3/2021
C18B,19,4,-66.59,89.55,amere (grounded),9/3/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),9/3/2021
C24,11,2,-64.84,96.02,wilkw (grounded),9/3/2021
C29,5,5,-66.08,142.83,wilke,9/3/2021
C30,9,3,-64.78,96.3,wilkw (grounded),9/3/2021
C31,9,3,-64.68,96.51,wilkw (grounded),9/3/2021
C33,8,4,-65.43,126.61,wilke (grounded),9/3/2021
C35,7,5,-67.29,147.95,wilke,9/3/2021
C36,22,15,-67.94,147.48,wilke (grounded),9/3/2021
D15A,51,24,-66.64,81.91,amere (grounded),9/3/2021
D15B,33,12,-66.99,81.58,amere (grounded),9/3/2021
D20A,19,9,-68.3,35.88,amerw,9/3/2021
D23,8,6,-69.43,74.68,amere (grounded),9/3/2021
D26,19,2,-69.36,29.4,wedde (grounded),9/3/2021
D27,8,5,-67.23,44.22,amerw,9/3/2021
D28,29,19,-69.92,-3.95,weddw,9/3/2021
D29A,15,9,-69.71,-2.52,weddw,9/3/2021
D29B,13,7,-69.98,3.56,wedde,9/3/2021
D29C,13,6,-70.17,-5.82,weddw,9/3/2021
D30A,37,11,-70.83,-11.34,weddw,9/3/2021
D30B,10,5,-70.04,-6.1,weddw,9/3/2021
A23A,40,34,-75.43,-40.34,belle,9/10/2021
A63,11,3,-64.2,-54.52,belle,9/10/2021
A64,11,8,-67.5,-60.95,belle,9/10/2021
A69A,10,9,-67.27,-60.48,belle,9/10/2021
A69B,10,7,-67.01,-60.06,belle,9/10/2021
A70,8,5,-67.82,-60.58,belle,9/10/2021
A74,30,18,-75.84,-29.4,weddw,9/10/2021
A76A,73,14,-73.91,-59.27,belle,9/10/2021
A76B,20,7,-73.96,-60.15,belle,9/10/2021
A76C,16,7,-72.52,-58.55,belle,9/10/2021
A77,27,4,-71.89,-17.5,weddw,9/10/2021
A78,18,4,-70.25,-4.39,weddw,9/10/2021
B09B,24,8,-66.27,143.4,wilke,9/10/2021
B09G,11,7,-68.19,41.82,amerw,9/10/2021
B09I,12,6,-62.46,-39.18,belle,9/10/2021
B15AB,11,4,-65.88,50.81,amerw,9/10/2021
B22A,38,24,-73.89,-109.4,amune (grounded),9/10/2021
B28,9,6,-74.65,-108.77,amune (grounded),9/10/2021
B29,11,5,-74.48,-108.92,amune (grounded),9/10/2021
B38,6,4,-77.01,-155.06,rosse (grounded),9/10/2021
B39,8,4,-71.1,-13.61,weddw,9/10/2021
B40,6,5,-65.63,132.14,wilke (grounded),9/10/2021
B42,12,4,-74.07,-144.77,amunw,9/10/2021
B45,7,6,-74.67,-109.32,amune (grounded),9/10/2021
B46,10,4,-71.9,-125.78,amune,9/10/2021
B47,12,5,-73.84,-134.12,amunw,9/10/2021
B50,15,6,-73.31,-164.67,rosse,9/10/2021
C15,12,8,-65.97,143.27,wilke,9/10/2021
C18B,19,4,-66.59,89.55,amere (grounded),9/10/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),9/10/2021
C24,11,2,-64.84,96.02,wilkw (grounded),9/10/2021
C29,5,5,-66.08,142.83,wilke,9/10/2021
C30,9,3,-64.78,96.3,wilkw (grounded),9/10/2021
C31,9,3,-64.68,96.51,wilkw (grounded),9/10/2021
C33,8,4,-65.43,126.61,wilke (grounded),9/10/2021
C35,7,5,-67.29,147.94,wilke,9/10/2021
C36,22,15,-67.94,147.48,wilke (grounded),9/10/2021
D15A,51,24,-66.64,81.91,amere (grounded),9/10/2021
D15B,33,12,-66.99,81.58,amere (grounded),9/10/2021
D20A,19,9,-68.3,35.88,amerw,9/10/2021
D23,8,6,-69.43,74.68,amere (grounded),9/10/2021
D26,19,2,-69.36,29.4,wedde (grounded),9/10/2021
D27,8,5,-67.38,43.69,amerw,9/10/2021
D28,29,19,-70,-6.09,weddw,9/10/2021
D29A,15,9,-69.83,-4.94,weddw,9/10/2021
D29B,13,7,-69.84,1.96,wedde,9/10/2021
D29C,13,6,-70.26,-6.62,weddw,9/10/2021
D30A,37,11,-70.97,-13.21,weddw,9/10/2021
D30B,10,5,-70.35,-7.12,weddw,9/10/2021
A23A,40,34,-75.48,-40.62,belle,9/17/2021
A63,11,3,-64.2,-54.52,belle,9/17/2021
A64,11,8,-67.43,-60.9,belle,9/17/2021
A69A,10,9,-67.19,-60.41,belle,9/17/2021
A69B,10,7,-66.98,-59.96,belle,9/17/2021
A70,8,5,-67.7,-60.57,belle,9/17/2021
A74,30,18,-76.15,-30.3,belle,9/17/2021
A76A,73,14,-73.57,-59.34,belle,9/17/2021
A76B,20,7,-73.95,-60.25,belle,9/17/2021
A76C,16,7,-72.03,-59.3,belle,9/17/2021
A77,27,4,-72.65,-19.87,weddw,9/17/2021
A78,18,4,-70.25,-4.4,weddw,9/17/2021
B09B,24,8,-66.27,143.4,wilke,9/17/2021
B09G,11,7,-68.19,41.82,amerw,9/17/2021
B09I,12,6,-62.01,-37.9,belle,9/17/2021
B15AB,11,4,-65.73,51.22,amerw,9/17/2021
B22A,38,24,-73.89,-109.4,amune (grounded),9/17/2021
B28,9,6,-74.65,-108.77,amune (grounded),9/17/2021
B29,11,5,-74.48,-108.92,amune (grounded),9/17/2021
B38,6,4,-77.01,-155.06,rosse (grounded),9/17/2021
B39,8,4,-71.73,-14.99,weddw,9/17/2021
B40,6,5,-65.63,132.13,wilke (grounded),9/17/2021
B42,12,4,-74.21,-146.09,amunw,9/17/2021
B45,7,6,-74.67,-109.32,amune (grounded),9/17/2021
B46,10,4,-71.92,-126.04,amune,9/17/2021
B47,12,5,-73.85,-134.07,amunw,9/17/2021
B50,15,6,-72.65,-165.22,rosse,9/17/2021
C15,12,8,-65.97,143.27,wilke,9/17/2021
C18B,19,4,-66.59,89.55,amere (grounded),9/17/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),9/17/2021
C24,11,2,-64.84,96.02,wilkw (grounded),9/17/2021
C29,5,5,-66.08,142.83,wilke,9/17/2021
C30,9,3,-64.78,96.3,wilkw (grounded),9/17/2021
C31,9,3,-64.68,96.51,wilkw (grounded),9/17/2021
C33,8,4,-65.43,126.61,wilke (grounded),9/17/2021
C35,7,5,-67.29,147.94,wilke,9/17/2021
C36,22,15,-67.94,147.48,wilke (grounded),9/17/2021
D15A,51,24,-66.64,81.91,amere (grounded),9/17/2021
D15B,33,12,-66.99,81.58,amere (grounded),9/17/2021
D20A,19,9,-68.25,35.86,amerw,9/17/2021
D23,8,6,-69.43,74.68,amere (grounded),9/17/2021
D26,19,2,-69.36,29.4,wedde (grounded),9/17/2021
D27,8,5,-67.43,43.08,amerw,9/17/2021
D28,29,19,-70.19,-7.51,weddw,9/17/2021
D29A,15,9,-69.9,-6.62,weddw,9/17/2021
D29B,13,7,-69.67,0.84,wedde,9/17/2021
D29C,13,6,-70.35,-7.01,weddw,9/17/2021
D30A,37,11,-71.49,-14.88,weddw,9/17/2021
D30B,10,5,-70.49,-7.76,weddw,9/17/2021
D30B,10,5,-70.49,-7.76,weddw,9/17/2021
A23A,40,34,-75.49,-40.68,belle,9/24/2021
A63,7,3,-64.2,-54.45,belle,9/24/2021
A64,11,8,-67.43,-60.92,belle,9/24/2021
A69A,10,9,-67.2,-60.45,belle,9/24/2021
A69B,10,7,-66.97,-60.01,belle,9/24/2021
A70,8,5,-67.72,-60.56,belle,9/24/2021
A74,30,18,-76.38,-31.65,belle,9/24/2021
A76A,73,14,-73.49,-59.43,belle,9/24/2021
A76B,20,7,-73.97,-60.29,belle,9/24/2021
A76C,16,7,-71.95,-59.16,belle,9/24/2021
A77,27,4,-73.12,-22.22,weddw,9/24/2021
A78,18,4,-70.24,-4.36,weddw,9/24/2021
B09B,24,8,-66.27,143.4,wilke,9/24/2021
B09G,11,7,-68.19,41.82,amerw,9/24/2021
B09I,12,6,-61.4,-36.96,belle,9/24/2021
B15AB,11,4,-65.74,51.04,amerw,9/24/2021
B22A,38,24,-73.89,-109.4,amune (grounded),9/24/2021
B28,9,6,-74.65,-108.77,amune (grounded),9/24/2021
B29,11,5,-74.48,-108.92,amune (grounded),9/24/2021
B38,6,4,-77.01,-155.06,rosse (grounded),9/24/2021
B39,8,4,-72.28,-17.43,weddw,9/24/2021
B40,6,5,-65.63,132.13,wilke (grounded),9/24/2021
B42,12,4,-74.33,-147.14,amunw,9/24/2021
B45,7,6,-74.67,-109.32,amune (grounded),9/24/2021
B46,10,4,-71.98,-127.77,amune,9/24/2021
B47,12,5,-73.86,-134.06,amunw,9/24/2021
B50,15,6,-72.49,-165.18,rosse,9/24/2021
C15,12,8,-65.97,143.27,wilke,9/24/2021
C18B,19,4,-66.59,89.55,amere (grounded),9/24/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),9/24/2021
C24,11,2,-64.84,96.02,wilkw (grounded),9/24/2021
C29,5,5,-66.08,142.83,wilke,9/24/2021
C30,9,3,-64.78,96.3,wilkw (grounded),9/24/2021
C31,9,3,-64.68,96.51,wilkw (grounded),9/24/2021
C33,8,4,-65.43,126.61,wilke (grounded),9/24/2021
C35,7,5,-67.32,147.75,wilke,9/24/2021
C36,22,15,-67.94,147.48,wilke (grounded),9/24/2021
D15A,51,24,-66.64,81.91,amere (grounded),9/24/2021
D15B,33,12,-66.99,81.58,amere (grounded),9/24/2021
D20A,19,9,-68.22,35.35,amerw,9/24/2021
D23,8,6,-69.43,74.68,amere (grounded),9/24/2021
D26,19,2,-69.36,29.4,wedde (grounded),9/24/2021
D27,8,5,-67.49,42.7,amerw,9/24/2021
D28,29,19,-70.43,-9.61,weddw,9/24/2021
D29A,15,9,-70.12,-9.56,weddw,9/24/2021
D29B,13,7,-69.57,-1.7,weddw,9/24/2021
D29C,13,6,-70.27,-8.49,weddw,9/24/2021
D30A,37,11,-71.84,-16.89,weddw,9/24/2021
D30B,10,5,-70.42,-8.58,weddw,9/24/2021
A23A,40,34,-75.51,-40.8,belle,10/1/2021
A63,7,3,-64.08,-54.32,belle,10/1/2021
A64,11,8,-67.42,-60.89,belle,10/1/2021
A69A,10,9,-67.17,-60.42,belle,10/1/2021
A69B,10,7,-66.97,-59.91,belle,10/1/2021
A70,8,5,-67.64,-60.56,belle,10/1/2021
A74,30,18,-76.52,-32.26,belle,10/1/2021
A76A,73,14,-73.25,-59.42,belle,10/1/2021
A76B,20,7,-73.95,-60.21,belle,10/1/2021
A76C,16,7,-71.72,-59.29,belle,10/1/2021
A77,27,4,-73.44,-23.45,weddw,10/1/2021
A78,18,4,-70.24,-4.28,weddw,10/1/2021
B09B,24,8,-66.27,143.4,wilke,10/1/2021
B09G,11,7,-68.19,41.82,amerw,10/1/2021
B09I,12,6,-61.04,-35.78,belle,10/1/2021
B15AB,11,4,-66.02,50.73,amerw,10/1/2021
B22A,38,24,-73.89,-109.4,amune (grounded),10/1/2021
B28,9,6,-74.65,-108.77,amune (grounded),10/1/2021
B29,11,5,-74.48,-108.92,amune (grounded),10/1/2021
B38,6,4,-77.01,-155.06,rosse (grounded),10/1/2021
B39,8,4,-72.67,-19.46,weddw,10/1/2021
B40,6,5,-65.63,132.13,wilke (grounded),10/1/2021
B42,12,4,-74.39,-148,amunw,10/1/2021
B45,7,6,-74.67,-109.32,amune (grounded),10/1/2021
B46,10,4,-72.03,-129.13,amune,10/1/2021
B47,12,5,-73.86,-134.06,amunw,10/1/2021
B50,15,6,-72.19,-165.76,rosse,10/1/2021
C15,12,8,-65.97,143.27,wilke,10/1/2021
C18B,19,4,-66.59,89.55,amere (grounded),10/1/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),10/1/2021
C24,11,2,-64.84,96.02,wilkw (grounded),10/1/2021
C29,5,5,-66.08,142.83,wilke,10/1/2021
C30,9,3,-64.78,96.3,wilkw (grounded),10/1/2021
C31,9,3,-64.68,96.51,wilkw (grounded),10/1/2021
C33,8,4,-65.42,126.6,wilke (grounded),10/1/2021
C35,7,5,-67.29,148,wilke,10/1/2021
C36,22,15,-67.94,147.48,wilke (grounded),10/1/2021
D15A,51,24,-66.64,81.91,amere (grounded),10/1/2021
D15B,33,12,-66.99,81.58,amere (grounded),10/1/2021
D20A,19,9,-68.16,34.11,amerw,10/1/2021
D23,8,6,-69.43,74.68,amere (grounded),10/1/2021
D26,19,2,-69.36,29.4,wedde (grounded),10/1/2021
D27,8,5,-67.89,40.96,amerw,10/1/2021
D28,29,19,-70.61,-10.99,weddw,10/1/2021
D29A,15,9,-70.47,-11.77,weddw,10/1/2021
D29B,13,7,-70,-3.09,weddw,10/1/2021
D29C,13,6,-70.5,-10.23,weddw,10/1/2021
D30A,37,11,-72.34,-18.24,weddw,10/1/2021
D30B,10,5,-70.58,-9.27,weddw,10/1/2021
A23A,40,34,-75.51,-40.8,belle,10/8/2021
A63,7,3,-63.94,-53.54,belle,10/8/2021
A64,11,8,-67.42,-60.89,belle,10/8/2021
A69A,10,9,-67.17,-60.38,belle,10/8/2021
A69B,10,7,-66.97,-59.84,belle,10/8/2021
A70,8,5,-67.62,-60.51,belle,10/8/2021
A74,30,18,-76.39,-32.09,belle,10/8/2021
A76A,73,14,-73.21,-59.4,belle,10/8/2021
A76B,20,7,-73.98,-60.13,belle,10/8/2021
A76C,16,7,-71.62,-59.22,belle,10/8/2021
A77,27,4,-73.34,-24.64,weddw,10/8/2021
A78,18,4,-70.25,-4.19,weddw,10/8/2021
B09B,24,8,-66.27,143.4,wilke,10/8/2021
B09G,11,7,-68.19,41.82,amerw,10/8/2021
B09I,12,6,-60.69,-34.95,belle,10/8/2021
B15AB,11,4,-65.97,50.85,amerw,10/8/2021
B22A,38,24,-73.89,-109.41,amune (grounded),10/8/2021
B28,9,6,-74.65,-108.77,amune (grounded),10/8/2021
B29,11,5,-74.48,-108.92,amune (grounded),10/8/2021
B38,6,4,-77.01,-155.06,rosse (grounded),10/8/2021
B39,8,4,-72.96,-21.07,weddw,10/8/2021
B40,6,5,-65.63,132.13,wilke (grounded),10/8/2021
B42,12,4,-73.77,-148.95,amunw,10/8/2021
B45,7,6,-74.67,-109.32,amune (grounded),10/8/2021
B46,10,4,-72.52,-130.7,amune,10/8/2021
B47,12,5,-73.86,-134.06,amunw,10/8/2021
B50,15,6,-71.57,-166.05,rosse,10/8/2021
C15,12,8,-65.97,143.27,wilke,10/8/2021
C18B,19,4,-66.59,89.55,amere (grounded),10/8/2021
C21B,11,8,-64.98,95.85,wilkw (grounded),10/8/2021
C24,11,2,-64.84,96.02,wilkw (grounded),10/8/2021
C29,5,5,-66.08,142.83,wilke,10/8/2021
C30,9,3,-64.78,96.3,wilkw (grounded),10/8/2021
C31,9,3,-64.68,96.51,wilkw (grounded),10/8/2021
C33,8,4,-65.42,126.6,wilke (grounded),10/8/2021
C35,7,5,-67.25,147.93,wilke,10/8/2021
C36,22,15,-67.94,147.48,wilke (grounded),10/8/2021
D15A,51,24,-66.64,81.91,amere (grounded),10/8/2021
D15B,33,12,-66.99,81.58,amere (grounded),10/8/2021
D20A,19,9,-68.18,33.14,amerw,10/8/2021
D23,8,6,-69.43,74.68,amere (grounded),10/8/2021
